danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_href,duration_ms,song_title,artist_name
0.237,0.239,0,-13.455,0,0.0357,0.87,0.963,0.123,0.178,115.684,https://api.spotify.com/v1/tracks/3uZBYoobTWc4bpxY0SqkK1,147800,The Girl Who Fell From the Sky,Joe Hisaishi
0.612,0.701,8,-3.615,0,0.0339,0.0148,5.82e-06,0.186,0.354,97.971,https://api.spotify.com/v1/tracks/14oFxKTXuTpYgKe2vy0Cih,173120,CHAMPION,Bishop Briggs
0.747,0.507,2,-10.171,1,0.0358,0.2,0.0608,0.117,0.438,104.978,https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB,210373,BIRDS OF A FEATHER,Billie Eilish
0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,https://api.spotify.com/v1/tracks/6LxSe8YmdPxy095Ux6znaQ,235987,Headlines,Drake
0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,https://api.spotify.com/v1/tracks/39C5FuZ8C8M0QI8CrMsPkR,467640,Foreplay / Long Time,Boston
0.491,0.771,9,-5.037,1,0.041,0.00149,0.000262,0.232,0.242,103.005,https://api.spotify.com/v1/tracks/2ItNKt19iqefEe590Z9GeE,165832,Five Nights at Freddy's,The Living Tombstone
0.695,0.763,0,-3.497,1,0.0396,0.189,0.00242,0.0863,0.551,120.042,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,215280,Circles,Post Malone
0.708,0.757,7,-5.121,1,0.0791,0.0362,0.0,0.17,0.552,80.976,https://api.spotify.com/v1/tracks/4eamJr2k9YDH8j58RSTmSc,253840,Doin' Time,Sublime
0.727,0.549,5,-6.903,0,0.0943,0.51,0.0,0.1,0.374,114.938,https://api.spotify.com/v1/tracks/1r9BqhGtuGtbt1ZAWNHutO,269377,威远故事,GAI周延
0.861,0.33,6,-7.194,1,0.0526,0.627,1.93e-06,0.14,0.718,95.016,https://api.spotify.com/v1/tracks/66wkCYWlXzSTQAfnsPBptt,216000,My Favorite Part,Mac Miller
0.521,0.301,4,-7.118,0,0.0356,0.836,0.0,0.398,0.621,137.382,https://api.spotify.com/v1/tracks/6EOKwO6WaLal58MSsi6U4W,125227,Eleanor Rigby,The Beatles
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,391376,Hotel California - 2013 Remaster,Eagles
0.706,0.522,2,-7.734,1,0.0319,0.00602,7.83e-06,0.136,0.567,118.002,https://api.spotify.com/v1/tracks/546suQTzxF3CjED8AmkP54,318321,Olivia,Wolves of Glendale
0.732,0.161,11,-12.817,1,0.0306,0.739,0.000379,0.105,0.5,95.21,https://api.spotify.com/v1/tracks/3zxklD2EGecZre9MjEEvIU,239400,Blue Bayou,Linda Ronstadt
0.522,0.074,7,-23.625,0,0.0598,0.929,0.765,0.108,0.342,135.298,https://api.spotify.com/v1/tracks/52Bg6oaos7twR7IUtEpqcE,141280,Between The Bars,Elliott Smith
0.555,0.902,0,-7.918,1,0.0958,0.337,0.0,0.152,0.62,156.108,https://api.spotify.com/v1/tracks/0ccCwNzXvr1Yoz91vKz31Z,287507,"Yoshimi Battles the Pink Robots, Pt. 1",The Flaming Lips
0.731,0.516,1,-7.724,1,0.0285,0.695,0.0358,0.271,0.844,99.981,https://api.spotify.com/v1/tracks/4fLspOxX39tXzHHqrEqTgf,175693,Buzz,NIKI
0.612,0.824,11,-9.049,1,0.0506,0.218,2.41e-06,0.142,0.787,93.936,https://api.spotify.com/v1/tracks/3kHnYmqwFjGeDA4WxQhEcI,176784,Supremo Gas,Ashes To Amber
0.514,0.821,7,-4.803,1,0.0444,0.000456,0.0232,0.0946,0.298,94.884,https://api.spotify.com/v1/tracks/1hjRhYpWyqDpPahmSlUTlc,231000,Style (Taylor's Version),Taylor Swift
0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994,https://api.spotify.com/v1/tracks/43iIQbw5hx986dUEZbr3eN,169573,From The Start,Laufey
0.715,0.621,8,-6.761,1,0.027,0.17,0.0011,0.111,0.769,104.964,https://api.spotify.com/v1/tracks/6FcDxtnGfsYHOcGkXN2OIG,205264,Add Up My Love,Clairo
